physid,PRVDR_SPCLTY,startyr,endyr
5621,EMERGENCY MEDICINE,2009,2020
5622,INTERNAL MEDICINE,2011,2020
5623,PHYSICIAN ASSISTANT,2009,2020
5624,NURSE PRACTITIONER,2009,2020
5625,FAMILY MEDICINE,2019,2020
5625,INTERNAL MEDICINE,2015,2018
5626,FAMILY MEDICINE,2017,2020
5626,INTERNAL MEDICINE,2013,2016
5627,EMERGENCY MEDICINE,2012,2020
5628,FAMILY MEDICINE,2009,2020
5629,EMERGENCY MEDICINE,2015,2017
5630,INTERNAL MEDICINE,2009,2012
5630,PULMONARY DISEASES,2013,2020
5631,PHYSICIAN ASSISTANT,2015,2020
5632,OBSTETRICS & GYNECOLOGY,2009,2020
5633,INTERNAL MEDICINE,2009,2012
5634,EMERGENCY MEDICINE,2009,2019
5635,INTERNAL MEDICINE,2009,2013
5636,FAMILY MEDICINE,2010,2020
5637,PHYSICIAN ASSISTANT,2009,2020
5638,FAMILY MEDICINE,2020,2020
5638,INTERNAL MEDICINE,2016,2019
5639,FOOT & ANKLE SURGERY,2009,2020
5640,NURSE PRACTITIONER,2009,2015
5641,INTERNAL MEDICINE,2012,2020
5642,GASTROENTEROLOGY,2009,2020
5643,FAMILY MEDICINE,2020,2020
5643,INTERNAL MEDICINE,2016,2019
5644,FAMILY MEDICINE,2013,2020
5644,INTERNAL MEDICINE,2009,2012
5645,EMERGENCY MEDICINE,2009,2020
5646,ANESTHESIOLOGY,2014,2014
5646,"ANESTHESIOLOGY, PAIN MANAGEMENT",2015,2020
5647,FAMILY MEDICINE,2009,2014
5648,FAMILY MEDICINE,2017,2020
5649,FAMILY MEDICINE,2009,2020
5650,EMERGENCY MEDICINE,2009,2020
5651,INTERNAL MEDICINE,2015,2020
5652,EMERGENCY MEDICINE,2018,2020
5653,INTERNAL MEDICINE,2011,2014
5654,FAMILY MEDICINE,2016,2020
5654,INTERNAL MEDICINE,2012,2015
5655,FAMILY MEDICINE,2016,2020
5656,FAMILY MEDICINE,2009,2020
5657,INTERNAL MEDICINE,2009,2020
5658,FAMILY MEDICINE,2009,2020
5659,EMERGENCY MEDICINE,2009,2020
5660,FAMILY MEDICINE,2015,2020
5660,INTERNAL MEDICINE,2011,2014
5661,FOOT & ANKLE SURGERY,2014,2020
5662,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2011,2020
5663,INTERNAL MEDICINE,2011,2014
5664,INTERNAL MEDICINE,2015,2020
5665,EMERGENCY MEDICINE,2009,2020
5666,INTERNAL MEDICINE,2016,2020
5667,NURSE PRACTITIONER,2009,2020
5668,INTERNAL MEDICINE,2009,2020
5669,FOOT & ANKLE SURGERY,2011,2019
5669,PODIATRIST,2009,2010
5670,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2017
5671,PHYSICIAN ASSISTANT,2009,2020
5672,FAMILY MEDICINE,2020,2020
5672,INTERNAL MEDICINE,2016,2019
5673,FAMILY MEDICINE,2012,2014
5674,INTERNAL MEDICINE,2017,2018
5675,EMERGENCY MEDICINE,2010,2011
5676,EMERGENCY MEDICINE,2010,2014
5677,CERTIFIED NURSE MIDWIFE,2009,2014
5678,EMERGENCY MEDICINE,2017,2020
5679,PHYSICIAN ASSISTANT,2009,2020
5680,EMERGENCY MEDICINE,2009,2020
5681,NURSE PRACTITIONER,2012,2016
5681,REGISTERED NURSE,2009,2011
5682,"ANESTHESIOLOGY, PAIN MANAGEMENT",2009,2020
5683,FAMILY MEDICINE,2010,2020
5684,EMERGENCY MEDICINE,2011,2020
5685,NURSE PRACTITIONER,2009,2013
5686,INTERNAL MEDICINE,2017,2020
5687,"RADIOLOGY, BODY IMAGING",2009,2011
5687,VASCULAR & INTERVENTIONAL RADIOLOGY,2012,2020
5688,INTERNAL MEDICINE,2017,2020
5689,INTERNAL MEDICINE,2011,2014
5690,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
5691,EMERGENCY MEDICINE,2017,2017
5692,INTERNAL MEDICINE,2009,2015
5693,NURSE PRACTITIONER,2010,2020
5693,REGISTERED NURSE,2009,2009
5694,INTERNAL MEDICINE,2015,2016
5695,NURSE PRACTITIONER,2010,2020
5695,REGISTERED NURSE,2009,2009
5696,ALLERGY AND IMMUNOLOGY,2010,2020
5697,"SURGERY, GENERAL",2012,2013
5698,INTERNAL MEDICINE,2015,2020
5699,PHYSICIAN ASSISTANT,2009,2018
5700,NEUROMUSCULOSKELETAL MEDICINE & OMM,2010,2020
5701,FAMILY MEDICINE,2009,2019
5702,PHYSICIAN ASSISTANT,2009,2020
5703,NURSE PRACTITIONER,2009,2020
5704,FAMILY MEDICINE,2011,2015
5704,INTERNAL MEDICINE,2017,2020
5705,FAMILY MEDICINE,2012,2014
5705,INTERNAL MEDICINE,2009,2011
5706,FAMILY MEDICINE,2009,2020
5707,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
5708,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2015,2020
5709,INTERNAL MEDICINE,2016,2020
5710,FAMILY MEDICINE,2012,2012
5710,RHEUMATOLOGY,2009,2020
5711,OBSTETRICS & GYNECOLOGY,2009,2020
5712,UROLOGY,2009,2020
5713,CARDIOVASCULAR DISEASE,2013,2020
5714,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
5715,FAMILY MEDICINE,2009,2020
5716,FAMILY MEDICINE,2009,2020
5717,FAMILY MEDICINE,2012,2020
5717,GENERAL PRACTICE,2009,2011
5718,PHYSICIAN ASSISTANT,2015,2020
5719,INTERNAL MEDICINE,2014,2019
5720,ALLERGY AND IMMUNOLOGY,2009,2020
5721,"ANESTHESIOLOGY, PAIN MANAGEMENT",2011,2020
5723,INTERNAL MEDICINE,2016,2020
5724,FAMILY MEDICINE,2009,2020
5725,EMERGENCY MEDICINE,2009,2019
5726,INTERNAL MEDICINE,2012,2015
5727,EMERGENCY MEDICINE,2014,2017
5728,CARDIOVASCULAR DISEASE,2009,2020
5729,"ANESTHESIOLOGY, PAIN MANAGEMENT",2009,2011
5729,PHYSICAL MEDICINE & REHABILITATION,2012,2016
5730,INTERNAL MEDICINE,2010,2020
5731,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
5731,INTERNAL MEDICINE,2016,2017
5732,ANESTHESIOLOGY,2009,2018
5732,"ANESTHESIOLOGY, PAIN MANAGEMENT",2015,2020
5733,EMERGENCY MEDICINE,2009,2020
5734,INTERNAL MEDICINE,2013,2017
5734,UROLOGY,2018,2019
5735,FAMILY MEDICINE,2016,2020
5735,INTERNAL MEDICINE,2015,2016
5736,NEPHROLOGY,2009,2020
5737,EMERGENCY MEDICINE,2009,2020
5738,FAMILY MEDICINE,2015,2020
5739,DERMATOLOGY,2009,2020
5740,INTERNAL MEDICINE,2012,2013
5741,FAMILY MEDICINE,2017,2020
5741,INTERNAL MEDICINE,2013,2016
5742,FAMILY MEDICINE,2009,2014
5743,INTERNAL MEDICINE,2011,2018
5744,"SURGERY, GENERAL",2009,2011
5744,"SURGERY, GENERAL VASCULAR",2012,2020
5745,INTERNAL MEDICINE,2016,2018
5746,NEPHROLOGY,2009,2020
5747,INTERNAL MEDICINE,2009,2020
5747,NEPHROLOGY,2016,2017
5748,INTERNAL MEDICINE,2012,2013
5749,FAMILY MEDICINE,2012,2020
5750,INTERNAL MEDICINE,2015,2019
5751,INTERNAL MEDICINE,2015,2020
5752,INTERNAL MEDICINE,2009,2010
5753,FAMILY MEDICINE,2009,2020
5754,FAMILY MEDICINE,2018,2019
5755,INTERNAL MEDICINE,2013,2017
5756,INTERNAL MEDICINE,2019,2020
5757,NURSE PRACTITIONER,2009,2020
5758,INTERNAL MEDICINE,2009,2010
5758,OBSTETRICS & GYNECOLOGY,2011,2020
5759,PHYSICIAN ASSISTANT,2014,2020
5760,FAMILY MEDICINE,2016,2020
5760,REGISTERED NURSE,2012,2013
5761,INTERNAL MEDICINE,2011,2020
5762,FOOT & ANKLE SURGERY,2009,2020
5763,PHYSICIAN ASSISTANT,2009,2020
5764,ANESTHESIOLOGY,2012,2020
5764,GENERAL PRACTICE,2009,2012
5765,PHYSICIAN ASSISTANT,2017,2020
5766,EMERGENCY MEDICINE,2009,2020
5767,FAMILY MEDICINE,2009,2018
5768,INTERNAL MEDICINE,2010,2011
5768,NEUROMUSCULOSKELETAL MEDICINE & OMM,2012,2020
5769,FAMILY MEDICINE,2009,2020
5770,FAMILY MEDICINE,2009,2020
5771,FAMILY MEDICINE,2016,2020
5772,FAMILY MEDICINE,2016,2019
5773,CERTIFIED NURSE MIDWIFE,2009,2020
5774,INTERNAL MEDICINE,2009,2020
5776,EMERGENCY MEDICINE,2009,2020
5777,FAMILY MEDICINE,2010,2020
5778,DERMATOLOGY,2014,2020
5778,INTERNAL MEDICINE,2011,2012
5779,ANESTHESIOLOGY,2009,2020
5780,NURSE PRACTITIONER,2017,2020
5781,FAMILY MEDICINE,2009,2020
5782,INTERNAL MEDICINE,2015,2018
5783,UROLOGY,2009,2020
5784,PHYSICIAN ASSISTANT,2018,2020
5785,INTERNAL MEDICINE,2013,2018
5786,INTERNAL MEDICINE,2013,2020
5787,EMERGENCY MEDICINE,2018,2019
5788,INTERNAL MEDICINE,2013,2016
5789,INTERNAL MEDICINE,2018,2020
5790,OBSTETRICS & GYNECOLOGY,2015,2020
5791,PLASTIC & RECONSTRUCTIVE SURGERY,2014,2015
5791,"SURGERY, GENERAL",2009,2013
5792,"ONCOLOGY, GYNECOLOGIC",2009,2020
5793,FAMILY MEDICINE,2017,2020
5794,CARDIOVASCULAR DISEASE,2009,2020
5795,FAMILY MEDICINE,2009,2020
5796,FAMILY MEDICINE,2009,2017
5797,INTERNAL MEDICINE,2018,2020
5798,EMERGENCY MEDICINE,2009,2016
5799,INTERNAL MEDICINE,2017,2017
5800,EMERGENCY MEDICINE,2009,2016
5800,FAMILY MEDICINE,2017,2020
5801,CERTIFIED NURSE MIDWIFE,2018,2020
5802,ANESTHESIOLOGY,2016,2020
5803,INTERNAL MEDICINE,2014,2020
5803,"SURGERY, NEUROLOGICAL",2019,2019
5804,EMERGENCY MEDICINE,2009,2020
5805,FAMILY MEDICINE,2009,2020
5806,ANESTHESIOLOGY,2009,2020
5807,FOOT & ANKLE SURGERY,2016,2020
5807,INTERNAL MEDICINE,2014,2014
5807,PODIATRIST,2015,2015
5808,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
5809,INTERNAL MEDICINE,2011,2020
5810,FAMILY MEDICINE,2009,2020
5811,GENERAL PRACTICE,2019,2019
5811,INTERNAL MEDICINE,2017,2020
5812,"SURGERY, NEUROLOGICAL",2015,2017
5813,PHYSICIAN ASSISTANT,2017,2020
5814,INTERNAL MEDICINE,2016,2020
5815,EMERGENCY MEDICINE,2018,2020
5816,ANESTHESIOLOGY,2009,2010
5816,PEDIATRIC ANESTHESIOLOGY,2011,2020
5817,ANESTHESIOLOGY,2012,2020
5818,NEPHROLOGY,2011,2020
5819,INTERNAL MEDICINE,2009,2009
5819,UROLOGY,2011,2020
5820,EMERGENCY MEDICINE,2013,2020
5821,"SURGERY, GENERAL",2009,2011
5821,UROLOGY,2012,2020
5822,INTERNAL MEDICINE,2013,2020
5823,INTERNAL MEDICINE,2018,2020
5824,EMERGENCY MEDICINE,2019,2020
5825,ANESTHESIOLOGY,2009,2020
5826,EMERGENCY MEDICINE,2009,2018
5827,MOHS-MICROGRAPHIC SURGERY,2015,2020
5828,CARDIOVASCULAR DISEASE,2009,2011
5829,NURSE PRACTITIONER,2010,2010
5829,PHYSICIAN ASSISTANT,2009,2020
5830,PHYSICAL MEDICINE & REHABILITATION,2011,2020
5831,FAMILY MEDICINE,2009,2020
5832,INTERNAL MEDICINE,2018,2020
5833,PHYSICIAN ASSISTANT,2009,2020
5834,ANESTHESIOLOGY,2009,2020
5835,NURSE PRACTITIONER,2017,2020
5836,INTERNAL MEDICINE,2018,2020
5837,PHYSICIAN ASSISTANT,2009,2018
5838,INTERNAL MEDICINE,2009,2020
5839,FAMILY MEDICINE,2020,2020
5839,INTERNAL MEDICINE,2016,2019
5840,RHEUMATOLOGY,2011,2020
5841,ANESTHESIOLOGY,2009,2012
5842,UROLOGY,2014,2020
5843,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5844,FAMILY MEDICINE,2009,2018
5845,EMERGENCY MEDICINE,2016,2020
5846,FAMILY MEDICINE,2012,2020
5846,INTERNAL MEDICINE,2013,2017
5847,FAMILY MEDICINE,2009,2018
5848,GENERAL PRACTICE,2012,2015
5848,INTERNAL MEDICINE,2015,2020
5849,FAMILY MEDICINE,2009,2020
5850,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5851,RADIATION ONCOLOGY,2018,2020
5852,FAMILY MEDICINE,2009,2020
5853,PHYSICIAN ASSISTANT,2009,2020
5854,INTERNAL MEDICINE,2013,2014
5855,FAMILY MEDICINE,2011,2020
5856,UROLOGY,2009,2020
5857,"RADIOLOGY, BODY IMAGING",2009,2020
5858,FAMILY MEDICINE,2016,2020
5858,INTERNAL MEDICINE,2012,2015
5859,INTERNAL MEDICINE,2018,2020
5860,FAMILY MEDICINE,2016,2020
5861,FAMILY MEDICINE,2014,2020
5862,NEUROMUSCULOSKELETAL MEDICINE & OMM,2014,2016
5863,PHYSICAL MEDICINE & REHABILITATION,2009,2020
5864,PHYSICIAN ASSISTANT,2009,2020
5865,NEPHROLOGY,2012,2020
5866,EMERGENCY MEDICINE,2011,2020
5867,FAMILY MEDICINE,2009,2017
5868,EMERGENCY MEDICINE,2014,2020
5869,PULMONARY DISEASES,2009,2020
5870,FAMILY MEDICINE,2014,2020
5871,PHYSICIAN ASSISTANT,2017,2020
5872,FAMILY MEDICINE,2019,2020
5872,INTERNAL MEDICINE,2015,2018
5873,FAMILY MEDICINE,2010,2013
5873,INTERNAL MEDICINE,2009,2009
5874,INTERNAL MEDICINE,2009,2018
5874,PULMONARY DISEASES,2019,2020
5875,INTERNAL MEDICINE,2013,2014
5876,NURSE PRACTITIONER,2009,2020
5877,FOOT & ANKLE SURGERY,2009,2020
5878,INTERNAL MEDICINE,2009,2013
5879,PHYSICAL MEDICINE & REHABILITATION,2009,2020
5880,FAMILY MEDICINE,2012,2020
5881,PHYSICIAN ASSISTANT,2011,2017
5882,FAMILY MEDICINE,2017,2020
5882,INTERNAL MEDICINE,2013,2014
5882,NEUROMUSCULOSKELETAL MEDICINE & OMM,2016,2016
5882,PHYSICAL MEDICINE & REHABILITATION,2015,2015
5883,EMERGENCY MEDICINE,2016,2020
5884,EMERGENCY MEDICINE,2011,2012
5885,UROLOGY,2009,2020
5886,FAMILY MEDICINE,2010,2020
5886,INTERNAL MEDICINE,2009,2009
5887,NURSE PRACTITIONER,2009,2020
5888,PLASTIC & RECONSTRUCTIVE SURGERY,2009,2020
5889,EMERGENCY MEDICINE,2013,2016
5890,"SURGERY, GENERAL",2012,2014
5891,INTERNAL MEDICINE,2013,2014
5892,INTERNAL MEDICINE,2009,2011
5892,UROLOGY,2012,2020
5893,INTERNAL MEDICINE,2019,2020
5894,INTERNAL MEDICINE,2009,2020
5895,FAMILY MEDICINE,2009,2012
5896,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
5897,INTERNAL MEDICINE,2016,2020
5898,PHYSICIAN ASSISTANT,2017,2020
5899,DERMATOLOGY,2009,2019
5900,FAMILY MEDICINE,2011,2014
5901,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
5902,PHYSICIAN ASSISTANT,2010,2020
5903,FAMILY MEDICINE,2011,2014
5904,FAMILY MEDICINE,2009,2018
5905,INTERNAL MEDICINE,2017,2018
5906,INTERNAL MEDICINE,2013,2014
5906,PSYCHIATRY,2019,2019
5906,"PSYCHIATRY, CHILD & ADOLESCENT",2020,2020
5907,FAMILY MEDICINE,2015,2020
5908,PHYSICAL MEDICINE & REHABILITATION,2017,2020
5909,"RADIOLOGY, BODY IMAGING",2019,2020
5909,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2018
5910,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5911,FAMILY MEDICINE,2009,2020
5912,EMERGENCY MEDICINE,2009,2020
5913,PLASTIC & RECONSTRUCTIVE SURGERY,2016,2016
5913,SURGERY OF THE HAND,2017,2020
5914,FAMILY MEDICINE,2009,2020
5915,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2014
5916,NURSE PRACTITIONER,2009,2016
5917,FAMILY MEDICINE,2009,2020
5918,FAMILY MEDICINE,2011,2020
5918,INTERNAL MEDICINE,2009,2010
5919,EMERGENCY MEDICINE,2013,2020
5920,PHYSICIAN ASSISTANT,2009,2019
5921,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5922,PHYSICAL MEDICINE & REHABILITATION,2009,2020
5923,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
5924,INTERNAL MEDICINE,2016,2020
5925,INTERNAL MEDICINE,2010,2015
5926,EMERGENCY MEDICINE,2009,2020
5927,INTERNAL MEDICINE,2009,2020
5928,FAMILY MEDICINE,2016,2020
5928,INTERNAL MEDICINE,2011,2015
5929,FAMILY MEDICINE,2016,2020
5929,INTERNAL MEDICINE,2012,2015
5930,INTERNAL MEDICINE,2012,2015
5931,FAMILY MEDICINE,2009,2020
5932,FAMILY MEDICINE,2020,2020
5932,INTERNAL MEDICINE,2015,2019
5933,FAMILY MEDICINE,2015,2020
5933,INTERNAL MEDICINE,2012,2014
5934,PHYSICAL MEDICINE & REHABILITATION,2012,2020
5935,INTERNAL MEDICINE,2009,2020
5936,FAMILY MEDICINE,2019,2020
5936,INTERNAL MEDICINE,2015,2018
5937,"SURGERY, GENERAL",2009,2012
5938,PHYSICIAN ASSISTANT,2017,2019
5939,FAMILY MEDICINE,2017,2020
5940,INTERNAL MEDICINE,2009,2011
5940,UROLOGY,2012,2012
5941,PHYSICIAN ASSISTANT,2009,2009
5942,INTERNAL MEDICINE,2009,2011
5942,OBSTETRICS & GYNECOLOGY,2012,2020
5943,OCCUPATIONAL MEDICINE,2017,2020
5944,INTERNAL MEDICINE,2017,2020
5945,FAMILY MEDICINE,2009,2017
5945,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
5946,FAMILY MEDICINE,2009,2020
5947,OBSTETRICS & GYNECOLOGY,2015,2020
5948,EMERGENCY MEDICINE,2013,2016
5949,PHYSICIAN ASSISTANT,2009,2017
5950,CARDIOVASCULAR DISEASE,2013,2020
5950,INTERNAL MEDICINE,2009,2012
5951,UROLOGY,2009,2020
5953,PHYSICIAN ASSISTANT,2009,2020
5954,FAMILY MEDICINE,2009,2017
5955,NEPHROLOGY,2009,2017
5956,FAMILY MEDICINE,2017,2020
5956,INTERNAL MEDICINE,2013,2018
5957,FAMILY MEDICINE,2011,2020
5958,INTERNAL MEDICINE,2015,2020
5959,FAMILY MEDICINE,2015,2020
5959,INTERNAL MEDICINE,2012,2014
5960,FAMILY MEDICINE,2010,2020
5961,FAMILY MEDICINE,2009,2020
5962,FAMILY MEDICINE,2011,2020
5962,INTERNAL MEDICINE,2009,2010
5963,FAMILY MEDICINE,2009,2020
5964,FAMILY MEDICINE,2009,2020
5965,INTERNAL MEDICINE,2009,2020
5966,EMERGENCY MEDICINE,2009,2014
5967,PHYSICIAN ASSISTANT,2009,2020
5968,FAMILY MEDICINE,2017,2017
5968,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
5968,INTERNAL MEDICINE,2012,2016
5969,INTERNAL MEDICINE,2009,2020
5970,EMERGENCY MEDICINE,2015,2020
5971,INTERNAL MEDICINE,2009,2011
5971,NEPHROLOGY,2012,2020
5972,INTERNAL MEDICINE,2010,2012
5973,FAMILY MEDICINE,2020,2020
5973,INTERNAL MEDICINE,2016,2019
5974,INTERNAL MEDICINE,2009,2020
5975,FAMILY MEDICINE,2017,2017
5975,INTERNAL MEDICINE,2013,2016
5976,INTERNAL MEDICINE,2016,2019
5977,FAMILY MEDICINE,2009,2020
5978,GENERAL PRACTICE,2011,2016
5978,PLASTIC SURGERY WITHIN THE HEAD & NECK,2017,2020
5978,"SURGERY, NEUROLOGICAL",2016,2016
5979,OBSTETRICS & GYNECOLOGY,2009,2013
5980,INTERNAL MEDICINE,2018,2019
5981,FOOT & ANKLE SURGERY,2014,2020
5982,EMERGENCY MEDICINE,2009,2020
5983,FAMILY MEDICINE,2011,2014
5983,INTERNAL MEDICINE,2009,2010
5984,FAMILY MEDICINE,2010,2015
5985,INTERNAL MEDICINE,2010,2020
5986,"SURGERY, GENERAL",2011,2014
5987,EMERGENCY MEDICINE,2009,2020
5988,INTERNAL MEDICINE,2009,2020
5989,ANESTHESIOLOGY,2009,2020
5989,"ANESTHESIOLOGY, PAIN MANAGEMENT",2012,2012
5990,NURSE PRACTITIONER,2018,2020
5990,REGISTERED NURSE,2009,2017
5991,PHYSICIAN ASSISTANT,2009,2015
5992,PHYSICIAN ASSISTANT,2009,2019
5993,INTERNAL MEDICINE,2018,2020
5994,EMERGENCY MEDICINE,2009,2020
5995,EMERGENCY MEDICINE,2012,2014
5996,PHYSICIAN ASSISTANT,2010,2020
5997,EMERGENCY MEDICINE,2010,2020
5998,"ADDICTION MEDICINE, INTERNAL MEDICINE",2009,2011
5998,"PSYCHIATRY, CHILD & ADOLESCENT",2012,2020
5999,FAMILY MEDICINE,2009,2011
5999,INTERNAL MEDICINE,2012,2020
6000,INTERNAL MEDICINE,2016,2020
6001,INTERNAL MEDICINE,2017,2020
6002,EMERGENCY MEDICINE,2009,2020
6003,THORACIC SURGERY,2014,2015
6004,THORACIC SURGERY,2009,2020
6005,PHYSICIAN ASSISTANT,2018,2020
6006,FAMILY MEDICINE,2009,2020
6007,EMERGENCY MEDICINE,2009,2020
6008,INTERNAL MEDICINE,2010,2010
6008,OPHTHALMOLOGY,2014,2017
6009,RHEUMATOLOGY,2009,2020
6010,EMERGENCY MEDICINE,2017,2020
6010,FAMILY MEDICINE,2015,2016
6011,INTERNAL MEDICINE,2017,2020
6012,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
6013,INTERNAL MEDICINE,2009,2014
6013,OBSTETRICS & GYNECOLOGY,2015,2018
6014,EMERGENCY MEDICINE,2009,2020
6015,INTERNAL MEDICINE,2009,2020
6016,"RADIOLOGY, BODY IMAGING",2009,2020
6017,"SURGERY, GENERAL",2017,2020
6018,UROLOGY,2011,2020
6019,FAMILY MEDICINE,2009,2011
6019,INTERNAL MEDICINE,2012,2020
6020,EMERGENCY MEDICINE,2018,2020
6021,FAMILY MEDICINE,2010,2015
6022,INFECTIOUS DISEASES,2011,2020
6023,INTERNAL MEDICINE,2013,2017
6024,INTERNAL MEDICINE,2009,2020
6025,FAMILY MEDICINE,2009,2020
6026,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
6026,INTERNAL MEDICINE,2010,2017
6027,INTERNAL MEDICINE,2016,2017
6027,"SURGERY, GENERAL",2018,2018
6028,FAMILY MEDICINE,2012,2020
6028,OCCUPATIONAL MEDICINE,2009,2011
6029,PHYSICIAN ASSISTANT,2009,2015
6030,INTERNAL MEDICINE,2009,2020
6031,INTERNAL MEDICINE,2009,2020
6032,FAMILY MEDICINE,2009,2020
6033,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2014
6034,UROLOGY,2009,2020
6035,EMERGENCY MEDICINE,2011,2013
6036,FAMILY MEDICINE,2015,2020
6036,INTERNAL MEDICINE,2012,2014
6037,EMERGENCY MEDICINE,2010,2020
6038,INTERNAL MEDICINE,2009,2012
6039,ANESTHESIOLOGY,2009,2014
6040,PHYSICIAN ASSISTANT,2009,2020
6041,FAMILY MEDICINE,2017,2018
6041,INTERNAL MEDICINE,2013,2016
6042,EMERGENCY MEDICINE,2009,2011
6042,INTERNAL MEDICINE,2012,2015
6043,FAMILY MEDICINE,2017,2017
6043,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
6043,INTERNAL MEDICINE,2012,2016
6044,NEUROMUSCULOSKELETAL MEDICINE & OMM,2018,2020
6044,ORTHOPAEDIC SURGERY,2017,2017
6045,EMERGENCY MEDICINE,2016,2020
6046,HOSPITALIST,2016,2017
6046,INTERNAL MEDICINE,2013,2016
6047,OBSTETRICS & GYNECOLOGY,2009,2020
6048,NURSE PRACTITIONER,2009,2018
6049,EMERGENCY MEDICINE,2011,2013
6050,EMERGENCY MEDICINE,2015,2020
6051,FAMILY MEDICINE,2015,2020
6052,FAMILY MEDICINE,2015,2017
6053,FAMILY MEDICINE,2009,2009
6054,INTERNAL MEDICINE,2011,2020
6055,INTERNAL MEDICINE,2011,2020
6056,FAMILY MEDICINE,2012,2013
6056,INTERNAL MEDICINE,2009,2011
6057,FAMILY MEDICINE,2009,2011
6057,INTERNAL MEDICINE,2012,2015
6058,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2011
6058,"SURGERY, ORTHOPAEDIC, SPINE",2012,2020
6059,INTERNAL MEDICINE,2018,2020
6060,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
6061,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2012
6062,EMERGENCY MEDICINE,2019,2019
6062,INTERNAL MEDICINE,2018,2018
6063,EMERGENCY MEDICINE,2012,2017
6064,NURSE PRACTITIONER,2013,2013
6064,PHYSICIAN ASSISTANT,2014,2020
6065,CLINICAL CARDIAC ELECTROPHYSIOLOGY,2010,2011
6065,INTERNAL MEDICINE,2009,2020
6066,ANESTHESIOLOGY,2009,2020
6067,ANESTHESIOLOGY,2009,2020
6068,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
6069,FAMILY MEDICINE,2009,2013
6070,EMERGENCY MEDICINE,2010,2013
6071,GENERAL PRACTICE,2016,2018
6071,INTERNAL MEDICINE,2013,2016
6072,EMERGENCY MEDICINE,2017,2020
6073,FAMILY MEDICINE,2015,2020
6074,INTERNAL MEDICINE,2010,2014
6075,UROLOGY,2009,2020
6076,EMERGENCY MEDICINE,2009,2017
6077,FAMILY MEDICINE,2009,2020
6078,PHYSICAL MEDICINE & REHABILITATION,2009,2020
6080,INTERNAL MEDICINE,2012,2014
6081,OCCUPATIONAL MEDICINE,2009,2012
6082,UROLOGY,2009,2020
6083,EMERGENCY MEDICINE,2009,2019
6084,"SURGERY, GENERAL",2011,2013
6085,EMERGENCY MEDICINE,2009,2020
6086,ANESTHESIOLOGY,2009,2020
6087,INTERNAL MEDICINE,2019,2020
6088,EMERGENCY MEDICINE,2012,2013
6089,INTERNAL MEDICINE,2015,2020
6090,INTERNAL MEDICINE,2017,2020
6091,PHYSICAL MEDICINE & REHABILITATION,2015,2020
6092,EMERGENCY MEDICINE,2011,2020
6093,INTERNAL MEDICINE,2012,2020
6094,INTERNAL MEDICINE,2009,2020
6095,PHYSICAL MEDICINE & REHABILITATION,2009,2020
6096,FAMILY MEDICINE,2011,2020
6097,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
6098,PHYSICIAN ASSISTANT,2009,2020
6099,INTERNAL MEDICINE,2009,2020
6100,PHYSICIAN ASSISTANT,2009,2020
6101,INTERNAL MEDICINE,2019,2020
6102,EMERGENCY MEDICINE,2014,2016
6103,FAMILY MEDICINE,2018,2020
6103,INTERNAL MEDICINE,2013,2017
6104,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
6105,INTERNAL MEDICINE,2009,2020
6106,EMERGENCY MEDICINE,2011,2014
6107,FAMILY PRACTICE - GERIATRIC MEDICINE,2019,2020
6107,INTERNAL MEDICINE,2009,2018
6108,EMERGENCY MEDICINE,2009,2020
6109,CARDIOVASCULAR DISEASE,2009,2020
6110,INTERNAL MEDICINE,2009,2009
6110,PULMONARY DISEASES,2011,2020
6111,NEPHROLOGY,2009,2020
