physid,MSOC_SCHL_SPCLT_TX,MSOC_DGR_ERN_TX,MSOC_TYP_TX,MSOC_YR_RCVD_TX,MSOC_BRD_NM,MSOC_CERT_YR_TX
5764,Anesthesiology,,Residency,2011,American Board of Anesthesiology,2012
5765,,PA,Professional Education,2010,National Commission on Certification of Physician,
5766,,MD,Medical Education,2002,American Board of Emergency Medicine,2007
5767,,MD,Medical Education,1975,American Board of Family Medicine,1979
5768,,MD,Medical Education,2005,,
5768,Hand Surgery,MD,Fellowship,2011,American Board of Orthopaedic Surgery,2015
5768,Orthopedic Surgery,MD,Internship,2006,,
5768,Orthopedic Surgery,MD,Residency,2010,American Board of Orthopaedic Surgery,2013
5769,,MD,Medical/Professional Educ,1998,American Board of Family Medicine,2001
5770,,MD,Medical Education,1993,American Board of Family Medicine,1996
5771,,MD,Medical/Professional Educ,2012,American Board of Family Medicine,2016
5772,,MD,Medical Education,2012,,
5772,Family Medicine,,Internship,2013,American Board of Family Medicine,2015
5773,,NM,Professional Education,1991,American Midwifery Certification Board,
5774,,MD,Medical Education,1994,American Board of Internal Medicine,1997
5775,Emergency Medicine,,Internship,1995,American Board of Surgery,2004
5775,Medical Degree,MD,Medical education,1994,American Board of Surgery,2002
5776,,MD,Medical Education,2003,American Board of Emergency Medicine,2008
5777,,MD,Medical Education,2004,American Board of Family Medicine,2011
5778,,MD,Medical Education,2011,,
5778,Internal Medicine,,Internship,2012,American Board of Dermatology,2015
5779,,MD,Medical Education,1992,American Board of Anesthesiology,1997
5780,,MSN,Professional Education,2005,,
5781,,MD,Medical Education,1997,American Board of Family Medicine,2000
5782,,MD,Medical Education,2014,,
5784,,PA,Professional Education,2010,National Commission on Certification of Physician,
5785,,MD,Medical Education,2011,,
5785,Internal Medicine,,Internship,2012,American Board of Internal Medicine,2017
5785,Pulmonary Disease&Critical Care Med,,Fellowship,,American Board of Internal Medicine,2014
5787,,MD,Medical Education,2013,,
5788,,MD,Medical Education,2008,American Board of Family Medicine,2016
5788,Family Medicine,MD,Residency,2016,,
5788,General Surgery,MD,Internship,2009,,
5789,,MD,Medical Education,2015,,
5790,,MD,Medical Education,2004,,
5790,Obstetrics and Gynecology,,Internship,2005,American Board of Obstetrics and Gynecology,2012
5791,,MD,Medical Education,2001,American Board of Surgery,2007
5791,Surgery,,Residency,2007,American Board of Plastic Surgery,2013
5792,,MD,Medical Education,2001,,
5792,Gynecologic Oncology,,Fellowship,2008,American Board of Obstetrics and Gynecology,2006
5792,Obstetrics and Gynecology,,Internship,2002,American Board of Obstetrics and Gynecology,2011
5793,,MD,Medical Education,2014,American Board of Family Medicine,2017
5795,,MD,Medical Education,2003,American Board of Family Medicine,2006
5796,,MD,Medical Education,1982,American Board of Family Medicine,1985
5798,,MD,Medical Education,1982,American Board of Emergency Medicine,1991
5800,,MD,Medical Education,1991,American Board of Emergency Medicine,1996
5801,,MSN,Professional Education,1996,American Midwifery Certification Board,
5802,,MD,Medical Education,2008,,
5802,Anesthesiology,,Fellowship,2014,American Board of Anesthesiology,2014
5803,,MD,Medical Education,2014,,
5803,Internal Medicine,,Internship,2015,American Board of Internal Medicine,2017
5804,,MD,Medical Education,1983,,
5805,,MD,Medical Education,1998,American Board of Family Medicine,2001
5806,,MD,Medical Education,1993,American Board of Anesthesiology,1998
5807,,DPM,Medical Education,2012,American Board of Foot and Ankle Surgery,2017
5808,,MD,Medical Education,1978,American Board of Internal Medicine,1997
5808,Internal Medicine,,Fellowship,1989,American Board of Internal Medicine,1982
5809,,MD,Medical Education,2008,,
5809,Internal Medicine,,Residency,2011,American Board of Internal Medicine,2018
5810,,MD,Medical Education,2003,American Board of Family Medicine,2006
5812,,MD,Medical Education,1991,American Board of Neurological Surgery,2003
5813,,MS,Professional Education,2006,National Commission on Certification of Physician,
5814,,MD,Medical Education,2016,,
5814,Internal Medicine,,Residency,2019,American Board of Internal Medicine,2019
5815,,MD,Medical Education,2003,American Board of Emergency Medicine,2010
5815,Envenomation,,Fellowship,2007,American Board of Emergency Medicine,2007
5816,,MD,Medical Education,2004,American Board of Anesthesiology,2009
5817,,MD,Medical Education,2008,,
5817,Anesthesiology,,Residency,2012,American Board of Anesthesiology,2013
5819,,MD,Medical Education,2003,American Board of Urology,2014
5819,Pediatric Urology,,Fellowship,2011,American Board of Urology,2015
5820,,DO,Medical Education,2002,,
5820,Emergency Medicine,,Residency,2006,Am Osteo Board of Emergency Medicine,2015
5821,,MD,Medical Education,1994,American Board of Urology,2003
5822,,MD,Medical Education,2013,,
5822,Internal Medicine,,Internship,2014,American Board of Internal Medicine,2016
5824,,DO,Medical Education,2016,,
5825,,MD,Medical Education,1982,,
5826,,MD,Medical Education,1989,American Board of Emergency Medicine,1998
5826,Internal Medicine,,Internship,1990,American Board of Pediatrics,1993
5826,Pediatrics,,Residency,1993,American Board of Emergency Medicine,2012
5827,,MD,Medical Education,2005,,
5827,Dermatology,MD,Residency,2009,,
5827,Internal Medicine,MD,Internship,2006,,
5827,Mohs Micrographic Surgery,MD,Fellowship,2010,American Board of Dermatology,2009
5828,,MD,Medical education,1971,American Board of Internal Medicine,1976
5828,Major Medicine,,Internship,1972,American Board of Internal Medicine,1983
5829,,PA,Professional Education,2001,National Commission on Certification of Physician,
5830,,DO,Medical Education,2007,American Board of Physical Medicine and Rehab,2012
5834,,MD,Medical Education,1998,American Board of Anesthesiology,2003
5835,,MSN,Professional Education,2016,American Academy of Nurse Practitioner Certificati,
5837,Physician Assistant,PA-C,Professional Education,2000,,
5838,,MD,Medical Education,1997,American Board of Internal Medicine,2000
5839,,DO,Medical Education,2016,,
5839,Family Medicine,,Internship,,Am Osteo Board of Family Physicians,2019
5841,Internal Medicine,,Internship,2004,American Board of Anesthesiology,2008
5842,,MD,Medical Education,2008,,
5842,General Surgery,,Internship,2009,American Board of Urology,2016
5843,,,Residency,1996,American Board of Orthopaedic Surgery,2009
5843,,MD,Medical Education,1990,,
5843,Orthopaedic Oncology,,Fellowship,2001,American Board of Orthopaedic Surgery,1998
5844,,MD,Medical Education,1977,American Board of Internal Medicine,1981
5845,,MD,Medical Education,2013,,
5845,Emergency Medicine,,Internship,2014,American Board of Emergency Medicine,2018
5846,,MD,Medical Education,2000,,
5847,,MD,Medical Education,1979,American Board of Family Medicine,1982
5848,Internal Medicine,MD,Internship,2013,American Board of Internal Medicine,2015
5848,Internal Medicine,MD,Medical Education,2012,,
5848,Internal Medicine,MD,Residency,2015,,
5850,,MD,Medical Education,1991,American Board of Orthopaedic Surgery,1999
5851,,,Internship,2014,American Board of Radiology,2019
5851,,MD,Medical Education,2013,,
5852,,MD,Medical Education,2004,American Board of Family Medicine,2006
5853,,MA,Professional Education,2003,National Commission on Certification of Physician,
5853,Orthopedic Surgery,PA Certificate,Professional Education,2004,,
5855,,DO,Medical Education,2008,,
5855,Family Medicine,,Residency,2011,American Board of Family Medicine,2011
5856,,MD,Medical Education,1979,American Board of Urology,1992
5857,,MD,Medical Education,1997,American Board of Radiology,2002
5858,Family Medicine,,Internship,2013,American Board of Family Medicine,2015
5858,Family Medicine,MD,Medical Education,2012,,
5859,,MD,Medical Education,2018,,
5860,,MD,Medical Education,2013,,
5860,Family Medicine,,Internship,2014,American Board of Family Medicine,2016
5861,,DO,Medical Education,2009,,
5861,Family Medicine,,Internship,2011,American Board of Family Medicine,2013
5862,,MD,Medical Education,2009,,
5863,,MD,Medical Education,1997,American Board of Physical Medicine and Rehab,2002
5864,,PA,Professional Education,1992,National Commission on Certification of Physician,
5865,Internal Medicine,,Chief Resident,2009,American Board of Internal Medicine,2008
5865,Internal Medicine,,Residency,2008,American Board of Internal Medicine,2012
5865,Nephrology,,Fellowship,2012,American Board of Internal Medicine,2010
5866,,MD,Medical Education,1999,,
5866,Emergency Medicine,,Residency,2002,American Board of Emergency Medicine,2003
5867,,MD,Medical Education,1963,American Board of Family Medicine,1972
5868,,MD,Medical Education,2011,American Board of Emergency Medicine,2015
5869,,MD,Medical Education,1982,American Board of Internal Medicine,1999
5869,Pulmonary Medicine,,Fellowship,1988,American Board of Internal Medicine,1991
5870,,MD,Medical Education,2010,,
5870,Family Medicine,,Internship,2012,American Board of Family Medicine,2014
5871,,MS,Professional Education,2009,National Commission on Certification of Physician,
5872,,MD,Medical Education,2015,,
5872,Family Medicine,,Internship,2016,American Board of Family Medicine,2018
5873,,MD,Medical Education,2007,American Board of Family Medicine,2010
5874,,MD,Medical Education,2003,American Board of Internal Medicine,2009
5874,Internal Medicine,,Chief Resident,2007,American Board of Internal Medicine,2010
5874,Pulmonary Disease&Critical Care Med,,Fellowship,2010,American Board of Internal Medicine,2006
5876,,BSN,Professional Education,1986,,
5876,,MSN,Professional Education,2003,,
5877,Podiatry,DPM,Medical Education,1997,,
5878,,MD,Medical Education,2006,,
5878,Internal Medicine,,Internship,2002,American Board of Internal Medicine,2009
5879,,MD,Medical Education,2000,,
5879,Physical Medicine & Rehabilitation,,Residency,2005,American Board of Physical Medicine and Rehab,2006
5880,,MD,Medical Education,2006,,
5880,Family Medicine,,Residency,2012,American Board of Family Medicine,2012
5881,Cardiovascular Surgery,MPA,Professional Education,2006,,
5882,,DO,Medical Education,2009,,
5882,Sports Medicine,,Fellowship,2014,American Board of Physical Medicine and Rehab,2014
5883,,MD,Medical Education,2009,,
5883,Neuro-Critical and Multi-disciplinary Critical Car,,Fellowship,2014,American Board of Emergency Medicine,2013
5884,,MD,Medical education,2008,,
5885,,MD,Medical Education,1992,American Board of Urology,2000
5887,,BSN,Professional Education,1986,,
5887,,MSN,Professional Education,1995,American Nurses Credentialing Center Certification,
5888,,MD,Medical Education,1974,American Board of Plastic Surgery,1982
5888,Head and Neck Surgery,,Fellowship,1979,American Board of Surgery,1979
5889,,MD,Medical Education,2010,,
5890,,MD,Medical Education,2007,,
5892,,MD,Medical Education,2006,,
5892,Surgery-General,,Internship,2007,American Board of Urology,2014
5894,,MD,Medical Education,2005,,
5894,Internal Medicine,,Internship,2006,American Board of Internal Medicine,2008
5894,Internal Medicine,,Residency,2008,American Board of Internal Medicine,2018
5895,,MD,Medical education,1999,,
5895,Surgery,,Internship,,American Board of Family Medicine,2005
5896,,MD,Medical Education,1994,American Board of Internal Medicine,1997
5896,"Endocrinology, Diabetes, Metabolism",,Fellowship,1999,American Board of Internal Medicine,1999
5897,,MD,Medical Education,2012,,
5897,Vascular Medicine,,Fellowship,2016,American Board of Internal Medicine,2016
5898,,MS,Professional Education,2013,National Commission on Certification of Physician,
5899,,MD,Medical Education,1987,American Board of Dermatology,1992
5900,,DO,Medical Education,2008,,
5900,Family Medicine,,Residency,2011,American Board of Family Medicine,2011
5901,,MD,Medical Education,1998,,
5902,,BS,Professional Education,2000,National Commission on Certification of Physician,
5903,,MD,Medical Education,1997,American Board of Internal Medicine,2006
5903,Internal Medicine/Pediatrics,,Residency,2002,American Board of Internal Medicine,2004
5904,,MD,Medical Education,2005,American Board of Family Medicine,2008
5906,,MD,Medical Education,2013,,
5906,Child and Adolescent Psychiatry,,Fellowship,2019,American Board of Psychiatry and Neurology,2018
5907,,MD,Medical Education,2010,,
5907,Emergency Medicine,,Internship,2011,American Board of Preventive Medicine,2015
5908,,MD,Medical Education,2008,,
5908,Pain Medicine,,Fellowship,2013,American Board of Physical Medicine and Rehab,2017
5909,,,Medical Education,1989,American Board of Radiology,1994
5909,Vascular & Interventional Radiology,,Fellowship,1995,American Board of Radiology,1998
5910,,MD,Medical Education,1996,American Board of Orthopaedic Surgery,2004
5910,Sports Medicine (Orthopaedic Surgery),,Fellowship,2002,American Board of Orthopaedic Surgery,2007
5911,,MD,Medical Education,1992,American Board of Internal Medicine,1998
5912,,MD,Medical Education,2000,American Board of Emergency Medicine,2005
5913,,MD,Medical Education,2005,,
5913,Hand Surgery,,Fellowship,2011,American Board of Plastic Surgery,2013
5913,Plastic Surgery,,Fellowship,2010,American Board of Plastic Surgery,2014
5915,,,Internship,,Am Osteo Board of Orthopedic Surgery,1991
5915,,DO,Medical/Professional Educ,1978,,
5916,,BSN / PHN,Professional Education,1998,,
5916,,MSN,Professional Education,2001,,
5917,,MD,Medical Education,1993,American Board of Family Medicine,1998
5918,,MD,Medical Education,2006,,
5918,Family Medicine,,Internship,2008,American Board of Family Medicine,2010
5919,,MD,Medical Education,1995,American Board of Emergency Medicine,2000
5920,,PA,Professional Education,1979,,
5921,Orthopaedic Surgery,,Residency,1998,American Board of Orthopaedic Surgery,2001
5922,,MD,Medical Education,1988,American Board of Physical Medicine and Rehab,1994
5922,Physical Medicine & Rehabilitation,,Residency,1992,American Board of Pain Medicine,2000
