physid,firstdepyr,lastdepyr,SPECIALTY,MEDCTR,MSA,ENCCT
4468,2015,2020,Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,7898
4469,2006,2019,Urgent Care,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,3053
4469,2006,2020,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,25662
4469,2017,2018,Population Care Management,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,22
4470,2011,2011,"Surgery, General",GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,3
4470,2011,2011,"Surgery, General",SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,1
4470,2011,2011,"Surgery, General",VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,11
4471,2010,2018,"Obstetrics, Gynecology",FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,3174
4471,2012,2020,"Obstetrics, Gynecology",MEDICAL OFFICES D AT ONTARIO U,SAN BERNARDINO COUNTY AREA,6862
4472,2013,2019,Family Practice,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,812
4472,2013,2020,Family Practice,CLAIREMONT MESA MED OFFICES   U,SAN DIEGO MEDICAL CENTER AREA,11638
4472,2018,2019,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,655
4472,2018,2019,Family Practice,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,178
4472,2018,2019,Family Practice,STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,111
4472,2018,2019,Family Practice,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,185
4472,2018,2020,Family Practice,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,420
4472,2018,2020,Family Practice,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,283
4472,2018,2020,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,759
4472,2018,2020,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,114
4472,2018,2020,Family Practice,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,334
4472,2018,2020,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,329
4472,2018,2020,Family Practice,SOUTH BAY MEDICAL CENTER U,SOUTH BAY MEDICAL CENTER AREA,480
4472,2018,2020,Family Practice,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,564
4472,2019,2020,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,59
4473,2014,2016,Podiatry,COASTLINE MEDICAL OFFICES,SOUTH BAY MEDICAL CENTER AREA,4398
4473,2014,2016,Podiatry,GARDENA MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,343
4474,2004,2005,"Orthopaedics, Medicine",SAN DIEGO MEDICAL CENTER L,SAN DIEGO MEDICAL CENTER AREA,702
4474,2004,2019,"Orthopaedics, Medicine",OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,1895
4474,2004,2020,"Orthopaedics, Medicine",EL CAJON MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,2415
4474,2006,2017,"Orthopaedics, Medicine",SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,5934
4474,2008,2019,"Orthopaedics, Medicine",SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,484
4474,2010,2020,"Orthopaedics, Medicine",GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,4214
4474,2017,2020,"Orthopaedics, Medicine",KP ZION MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,537
4475,2006,2014,Intermediate Care,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,1050
4475,2007,2014,Intermediate Care,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,73
4475,2014,2014,Urgent Care,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,30
4475,2014,2014,Urgent Care,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,144
4475,2015,2016,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,11
4476,2014,2017,Internal Medicine,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,482
4476,2015,2015,Nephrology,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,7
4476,2016,2016,Cardiology,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,11
4476,2016,2016,"Endocrinology, Diabetes/Metabolism",4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,2
4476,2016,2016,Pulmonary Diseases,SUNSET - VERMONT MED OFFICES  U,SUNSET MEDICAL CENTER AREA,5
4476,2017,2017,Rheumatology,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,18
4478,2014,2015,"Surgery, General",RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,29
4479,2012,2012,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,21
4479,2012,2012,Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,24
4479,2012,2013,Family Practice,BARRANCA MEDICAL OFFICE U,ORANGE COUNTY MED CENTER AREA,5434
4479,2012,2013,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,21
4479,2012,2013,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,237
4479,2012,2013,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,179
4479,2012,2013,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,43
4480,2008,2009,"Surgery, General",4760 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,190
4480,2009,2017,Pediatrics,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,626
4480,2011,2018,Pediatric Urgent Care,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,277
4480,2018,2020,Pediatric Urgent Care,BELLFLOWER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,481
4480,2018,2020,Pediatric Urgent Care,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,713
4480,2018,2020,Pediatrics,WHITTIER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,4939
4480,2018,2020,Urgent Care,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,18
4480,2019,2020,Pediatrics,BELLFLOWER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,454
4482,2017,2020,Neurology,ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,5358
4482,2019,2019,Neurology,ALTON/SAND CANYON MOB 2 U,ORANGE COUNTY MED CENTER AREA,18
4483,2005,2011,Family Practice,MORENO VALLEY MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,19015
4483,2005,2016,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,15636
4483,2006,2016,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,1069
4483,2014,2014,Urgent Care,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,37
4483,2014,2015,Family Practice,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,22
4483,2016,2016,Family Practice,REDLANDS MEDICAL OFFICE U,SAN BERNARDINO COUNTY AREA,784
4484,2013,2015,"Obstetrics, Gynecology",RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,71
4484,2013,2016,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,1587
4484,2014,2016,Pediatrics,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,62
4484,2014,2016,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,471
4484,2015,2016,Psychiatry,CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,8
4484,2016,2017,Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,22
4484,2016,2019,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,62
4484,2016,2020,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,16382
4484,2017,2019,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,228
4484,2017,2019,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,64
4484,2017,2020,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,330
4486,2012,2020,Occupational Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,26084
4487,2004,2009,Nephrology,YORBA LINDA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,4416
4487,2006,2012,Nephrology,ANAHEIM MEDICAL CENTER H,ORANGE COUNTY MED CENTER AREA,247
4487,2007,2010,Nephrology,YORBA LINDA MEDICAL OFFICES L,ORANGE COUNTY MED CENTER AREA,281
4487,2009,2020,Nephrology,ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,8387
4487,2012,2020,Nephrology,OC ANAHEIM MEDICAL CENTER L,ORANGE COUNTY MED CENTER AREA,682
4488,2004,2005,Podiatry,RIVERSIDE MEDICAL CENTER L,RIVERSIDE MEDICAL CENTER AREA,6979
4488,2006,2014,Podiatry,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,32309
4488,2012,2012,Podiatry,PALM DESERT MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,21
4488,2012,2017,Podiatry,CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,22352
4489,2006,2006,"Obstetrics, Gynecology",TORRANCE MEDICAL OFFICE BLDG U,SOUTH BAY MEDICAL CENTER AREA,719
4489,2006,2007,"Obstetrics, Gynecology",NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,2817
4489,2007,2013,"Obstetrics, Gynecology",SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,3874
4489,2007,2017,"Obstetrics, Gynecology",SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,439
4489,2009,2013,"Obstetrics, Gynecology",BERNARDO CENTER MEDICAL OFFICE U,SAN DIEGO MEDICAL CENTER AREA,5833
4489,2011,2017,"Obstetrics, Gynecology",VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,20
4489,2013,2020,"Obstetrics, Gynecology",CARMEL VALLEY MEDICAL OFFICE U,SAN DIEGO MEDICAL CENTER AREA,8522
4489,2017,2019,"Obstetrics, Gynecology",VIEWRIDGE 1 MEDICAL OFFICES U,SAN DIEGO MEDICAL CENTER AREA,125
4489,2018,2018,Pediatrics,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,22
4490,2008,2008,"Obstetrics, Gynecology",ALTON/SAND CANYON MOB 2 U,ORANGE COUNTY MED CENTER AREA,3
4490,2008,2009,"Obstetrics, Gynecology",EUCLID MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,9
4490,2008,2009,"Obstetrics, Gynecology",LA PALMA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,7
4490,2008,2010,"Obstetrics, Gynecology",SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,47
4490,2008,2011,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1615
4490,2008,2011,Pediatrics,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,150
4490,2009,2010,"Obstetrics, Gynecology",GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,15
4490,2010,2010,"Obstetrics, Gynecology",ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,4
4490,2010,2015,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,13874
4490,2011,2012,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,34
4490,2011,2012,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,30
4490,2011,2015,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,213
4490,2012,2014,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,17
4490,2012,2015,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,40
4490,2015,2019,Family Practice,PT LOMA/FORDHAM MED OFFICE   U,SAN DIEGO MEDICAL CENTER AREA,11245
4490,2015,2019,Family Practice,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,396
4490,2019,2019,Urgent Care,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,10
4491,2005,2020,"Surgery, Cardiovascular",1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,1987
4491,2009,2014,"Surgery, Cardiovascular",ST BERNARDINE CARDIAC CARE U,SUNSET MEDICAL CENTER AREA,114
4492,2004,2007,Internal Medicine,PANORAMA CITY MEDICAL OFFICE 3 U,PANORAMA MEDICAL CENTER AREA,6770
4492,2005,2007,Urgent Care,PANORAMA CITY MEDICAL OFFICE 4 U,PANORAMA MEDICAL CENTER AREA,80
4493,2007,2010,Family Practice,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,1379
4494,2017,2020,Mohs Surgery Services,GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,374
4494,2017,2020,Otolaryngology,GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,5162
4495,2019,2019,Geriatric Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,17
4496,2016,2017,"Obstetrics, Gynecology",FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,301
4497,2004,2009,"Surgery, Maxillofacial",WEST ANAHEIM MEDICAL PLAZA U,ORANGE COUNTY MED CENTER AREA,9074
4497,2007,2007,Otolaryngology,ANAHEIM MEDICAL CENTER H,ORANGE COUNTY MED CENTER AREA,1
4497,2009,2020,"Surgery, Maxillofacial",ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,15732
4498,2009,2013,"Obstetrics, Gynecology",IRIS AVE MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,4483
4498,2009,2020,"Obstetrics, Gynecology",RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,4704
4498,2012,2014,"Obstetrics, Gynecology",WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,569
4498,2012,2017,"Obstetrics, Gynecology",CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,4329
4498,2013,2020,"Obstetrics, Gynecology",IRIS ST MEDICAL OFFICES II,RIVERSIDE MEDICAL CENTER AREA,1089
4499,2004,2020,Gastroenterology,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,27268
4500,2004,2011,Pediatrics,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1307
4500,2004,2017,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,10796
4500,2005,2006,Pediatric Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,45
4500,2005,2008,Pediatric Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,42
4500,2005,2011,Pediatrics,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,4855
4500,2005,2016,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,131
4500,2006,2006,Pediatric Urgent Care,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,19
4500,2006,2006,Pediatric Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,49
4500,2006,2008,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,14
4500,2007,2008,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,23
4500,2008,2019,Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,61
4500,2009,2019,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,109
4500,2009,2019,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,199
4500,2011,2014,Pediatric Learning and Development,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,598
4500,2011,2020,Pediatric Learning and Development,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,2879
4500,2012,2017,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,34
4500,2014,2020,Pediatric Learning and Development,TUSTIN RANCH MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,6271
4501,2015,2016,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,14
4502,2014,2015,Family Practice,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,852
4502,2014,2015,Urgent Care,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,565
4502,2015,2015,Urgent Care,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,722
4503,2004,2020,Anesthesiology,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,2300
4503,2011,2012,Anesthesiology,MEDICAL OFFICES D AT ONTARIO U,SAN BERNARDINO COUNTY AREA,41
4505,2004,2020,Otolaryngology,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,45617
4505,2012,2015,"Surgery, Ambulatory",GARDEN MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,54
4506,2018,2019,Geriatric Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,96
4506,2018,2019,Internal Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,285
4508,2008,2020,Dermatology,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,40208
4508,2009,2019,Dermatology,BARRANCA MEDICAL OFFICE U,ORANGE COUNTY MED CENTER AREA,595
4508,2017,2020,Cosmetics,BARRANCA MEDICAL OFFICE U,ORANGE COUNTY MED CENTER AREA,168
4509,2004,2019,"Obstetrics, Gynecology",WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,1406
4509,2004,2020,"Obstetrics, Gynecology",PLAYA VISTA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,24517
4509,2018,2020,"Obstetrics, Gynecology",BALDWIN HILLS CRENSHAW MEDICAL OFFIC,WEST LA MEDICAL CENTER AREA,179
4509,2019,2019,"Obstetrics, Gynecology",ANTELOPE VALLEY OB/GYN OFFICES,ANTELOPE VALLEY MED CTR AREA,13
4509,2019,2020,"Obstetrics, Gynecology",NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,138
4512,2016,2020,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,350
4513,2015,2018,Urgent Care,BV OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,976
4513,2015,2020,Family Practice,BV HILL ROAD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,15515
4513,2016,2018,Family Practice,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,519
4513,2017,2017,Family Practice,BV CAMARILLO MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,15
4513,2018,2020,Urgent Care,MARKET STREET MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,230
4514,2017,2020,Anesthesiology,OC ANAHEIM MEDICAL CENTER L,ORANGE COUNTY MED CENTER AREA,432
4515,2014,2016,Occupational Medicine,PANORAMA CITY MEDICAL OFFICE 2 U,PANORAMA MEDICAL CENTER AREA,94
4515,2014,2020,Occupational Medicine,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,17252
4515,2016,2020,Urgent Care,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,1829
4515,2017,2017,Urgent Care,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,95
4515,2017,2020,Family Practice,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,392
4515,2018,2019,Family Practice,SOUTH BAY MEDICAL CENTER U,SOUTH BAY MEDICAL CENTER AREA,84
4515,2018,2020,Family Practice,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,181
4515,2018,2020,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,211
4515,2018,2020,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,48
4515,2018,2020,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,474
4515,2018,2020,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,200
4515,2019,2019,Family Practice,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,11
4515,2019,2019,Family Practice,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,12
4515,2019,2020,Family Practice,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,70
4515,2019,2020,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,479
4515,2019,2020,Family Practice,STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,65
4515,2019,2020,Family Practice,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,68
4516,2012,2014,Family Practice,LYNWOOD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,207
4516,2012,2017,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,815
4516,2012,2019,Family Practice,CUDAHY MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,10782
4516,2012,2020,Urgent Care,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,25286
4516,2013,2018,Family Practice,WHITTIER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,266
4516,2017,2019,Family Practice,BELLFLOWER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,48
4516,2019,2020,Internal Medicine,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,1608
4517,2009,2017,Pain Management,CULVER MARINA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,3486
4517,2009,2019,Anesthesiology,WEST LA MEDICAL CENTER L,WEST LA MEDICAL CENTER AREA,3224
4517,2010,2018,Pain Management,WEST LA MEDICAL CENTER L,WEST LA MEDICAL CENTER AREA,2036
4519,2015,2017,Internal Medicine,VENICE MEDICAL OFFICES U,WEST LA MEDICAL CENTER AREA,5943
4519,2015,2019,Urgent Care,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,1362
4519,2016,2017,Employee Health,VENICE MEDICAL OFFICES U,WEST LA MEDICAL CENTER AREA,21
4519,2016,2020,Family Practice,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,403
4519,2017,2020,Internal Medicine,BALDWIN HILLS CRENSHAW MEDICAL OFFIC,WEST LA MEDICAL CENTER AREA,7467
4519,2018,2018,Family Practice,CUDAHY MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,41
4519,2020,2020,Population Care Management,BALDWIN HILLS CRENSHAW MEDICAL OFFIC,WEST LA MEDICAL CENTER AREA,21
4520,2015,2018,Pulmonary Diseases,SUNSET - VERMONT MED OFFICES  U,SUNSET MEDICAL CENTER AREA,80
4522,2018,2020,Family Practice,PALMDALE MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,5193
4522,2019,2020,Family Practice,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,95
4525,2011,2012,Internal Medicine,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,1492
4525,2012,2012,BARIATRIC MEDICINE,PLAYA VISTA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,287
4525,2012,2012,Internal Medicine,PLAYA VISTA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,1505
4526,2005,2011,Family Practice,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,527
4526,2009,2010,Nephrology,4700 SUNSET MEDICAL OFFICES L,SUNSET MEDICAL CENTER AREA,20
4526,2009,2011,Nephrology,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,424
4526,2010,2010,Family Practice,PT LOMA/FORDHAM MED OFFICE   U,SAN DIEGO MEDICAL CENTER AREA,27
4526,2010,2011,Urgent Care,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,127
4526,2010,2011,Urgent Care,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,226
4527,2013,2019,Internal Medicine,CULVER MARINA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,16746
4527,2013,2019,Urgent Care,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,1299
4527,2016,2019,Family Practice,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,415
4527,2019,2019,Family Practice,CULVER MARINA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,1063
4527,2019,2019,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,11
4527,2019,2020,Family Practice,ESCONDIDO MEDICAL OFFICES     U,SAN DIEGO MEDICAL CENTER AREA,1588
4527,2019,2020,Family Practice,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,33
4528,2009,2010,Pain Management,MISSION BAY MEDICAL OFFICES   U,SAN DIEGO MEDICAL CENTER AREA,1248
